job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
1691,"Chen, Moore and Ray",Tech,computer vision engineer,"R, LangChain, FastAPI, Reinforcement Learning, Pandas, GCP",Mid,Full-time,"Lewisville, SZ",49623-89723,2024-03-23,Startup,"LangChain, FastAPI",49623.0,89723.0,69673.0,Lewisville,SZ
1692,Torres-King,Healthcare,ai researcher,"CUDA, MLflow, C++, Python, Power BI, NumPy",Entry,Internship,"East Bryanton, KP",89682-171002,2024-07-30,Large,FastAPI,89682.0,171002.0,130342.0,East Bryanton,KP
1693,"Johnson, Espinoza and Ali",Healthcare,ai product manager,"FastAPI, C++, R, TensorFlow, Reinforcement Learning",Mid,Contract,"Cynthialand, ZM",124069-218603,2025-04-20,Startup,PyTorch,124069.0,218603.0,171336.0,Cynthialand,ZM
1694,Blackwell Ltd,Tech,data scientist,"TensorFlow, SQL, AWS, PyTorch, LangChain",Mid,Remote,"Stevenberg, SM",77044-89787,2023-10-19,Startup,PyTorch,77044.0,89787.0,83415.5,Stevenberg,SM
1695,Day-Mckee,Healthcare,data analyst,"LangChain, MLflow, Azure, Pandas",Entry,Internship,"Amytown, TD",57934-125813,2025-01-08,Large,KDB+,57934.0,125813.0,91873.5,Amytown,TD
1696,Ellis LLC,Retail,ai researcher,"C++, R, CUDA, Pandas, Azure",Entry,Contract,"Lake Michaelberg, IN",40829-57416,2024-02-01,Mid,"BigQuery, Scikit-learn",40829.0,57416.0,49122.5,Lake Michaelberg,IN
1697,Good-Gordon,Automotive,data scientist,"Keras, PyTorch, Flask",Entry,Internship,"South Anthonymouth, HR",104387-170859,2023-10-06,Large,KDB+,104387.0,170859.0,137623.0,South Anthonymouth,HR
1698,Taylor Ltd,Automotive,quant researcher,"Keras, SQL, PyTorch, Python, Pandas, Azure",Mid,Remote,"East Andrew, OM",129320-228375,2024-01-06,Mid,"MLflow, TensorFlow",129320.0,228375.0,178847.5,East Andrew,OM
1699,Walker LLC,Finance,ml engineer,"AWS, Scikit-learn, Azure, Python, TensorFlow, LangChain",Mid,Internship,"Port Matthew, VN",137419-167806,2025-09-11,Large,PyTorch,137419.0,167806.0,152612.5,Port Matthew,VN
1700,"Simpson, Davis and Higgins",Automotive,computer vision engineer,"Flask, R, Excel",Mid,Full-time,"Cassidybury, MU",147739-162992,2024-01-31,Startup,LangChain,147739.0,162992.0,155365.5,Cassidybury,MU
1701,Simpson Group,Retail,ai researcher,"TensorFlow, NumPy, FastAPI",Entry,Remote,"Arnoldmouth, NE",62811-122081,2025-02-14,Startup,"BigQuery, LangChain, MLflow",62811.0,122081.0,92446.0,Arnoldmouth,NE
1702,"Klein, Ward and Cooper",Retail,data scientist,"Reinforcement Learning, GCP, TensorFlow",Senior,Full-time,"Huntville, HN",136329-162722,2024-11-30,Large,"Scikit-learn, MLflow, LangChain",136329.0,162722.0,149525.5,Huntville,HN
1703,Horton-Collins,E-commerce,data scientist,"Azure, Excel, Power BI, SQL",Senior,Internship,"Georgemouth, UZ",103453-183004,2024-11-26,Large,Scikit-learn,103453.0,183004.0,143228.5,Georgemouth,UZ
1704,"Johnson, Oconnell and Williams",Finance,ai product manager,"PyTorch, TensorFlow, SQL, LangChain, CUDA",Mid,Remote,"Lake Bradley, AU",72972-126528,2025-02-07,Large,"FastAPI, Scikit-learn",72972.0,126528.0,99750.0,Lake Bradley,AU
1705,"Powers, Lewis and Stewart",E-commerce,nlp engineer,"Flask, Azure, R",Senior,Full-time,"Andrewview, NA",82976-173654,2023-10-22,Large,PyTorch,82976.0,173654.0,128315.0,Andrewview,NA
1706,"Foley, Green and Farley",E-commerce,data analyst,"Power BI, GCP, Hugging Face",Entry,Remote,"Port Ashlee, LI",131943-173682,2023-10-02,Startup,"Scikit-learn, BigQuery",131943.0,173682.0,152812.5,Port Ashlee,LI
1707,Smith-Fernandez,Tech,ai product manager,"Excel, Hugging Face, R",Entry,Contract,"South Ruthview, CI",82505-101984,2025-08-05,Mid,"FastAPI, Scikit-learn, MLflow",82505.0,101984.0,92244.5,South Ruthview,CI
1708,"Smith, Tapia and Jones",Education,quant researcher,"NumPy, Power BI, LangChain, C++, Keras, SQL",Mid,Contract,"East Martin, GB",68140-81958,2024-03-24,Mid,KDB+,68140.0,81958.0,75049.0,East Martin,GB
1709,Sanchez Ltd,Retail,ai product manager,"SQL, LangChain, AWS, NumPy, Azure",Senior,Internship,"Port Anna, PG",96190-108045,2024-08-15,Startup,"Scikit-learn, BigQuery, MLflow",96190.0,108045.0,102117.5,Port Anna,PG
1710,Floyd Ltd,Healthcare,computer vision engineer,"Python, C++, NumPy, Reinforcement Learning, GCP",Mid,Internship,"Clarkefort, MD",99962-156102,2023-09-26,Large,"MLflow, TensorFlow",99962.0,156102.0,128032.0,Clarkefort,MD
1711,Clark-Holloway,Tech,data analyst,"Python, Reinforcement Learning, CUDA",Senior,Internship,"Karenland, AL",83481-108793,2023-12-21,Mid,"Scikit-learn, TensorFlow",83481.0,108793.0,96137.0,Karenland,AL
1712,Johnson Ltd,E-commerce,ml engineer,"TensorFlow, Azure, LangChain, Flask, Excel",Mid,Contract,"Sosaview, CI",64006-146071,2024-01-21,Startup,Scikit-learn,64006.0,146071.0,105038.5,Sosaview,CI
1713,Fox-Cochran,Finance,ml engineer,"Azure, SQL, Reinforcement Learning, PyTorch, Hugging Face",Mid,Full-time,"South Marymouth, UG",139090-189499,2025-01-16,Startup,"LangChain, PyTorch",139090.0,189499.0,164294.5,South Marymouth,UG
1714,"Villarreal, Ellis and Crane",Education,nlp engineer,"Flask, CUDA, FastAPI, Pandas, Excel",Mid,Full-time,"New Williamshire, LI",128590-227043,2025-04-12,Mid,"TensorFlow, BigQuery",128590.0,227043.0,177816.5,New Williamshire,LI
1715,"Fox, Davis and Houston",Finance,quant researcher,"C++, GCP, LangChain, PyTorch, FastAPI",Senior,Remote,"Gregoryborough, TN",134084-221937,2024-03-16,Large,"Scikit-learn, TensorFlow, KDB+",134084.0,221937.0,178010.5,Gregoryborough,TN
1716,Nash-Perry,Tech,ai researcher,"C++, PyTorch, Power BI",Entry,Full-time,"Thomasberg, MZ",115909-139125,2025-01-06,Mid,MLflow,115909.0,139125.0,127517.0,Thomasberg,MZ
1717,Murphy and Sons,Healthcare,ai researcher,"Python, Reinforcement Learning, CUDA, Flask, Excel",Senior,Internship,"West Vernon, LA",149070-195129,2025-07-16,Startup,BigQuery,149070.0,195129.0,172099.5,West Vernon,LA
1718,Bailey Inc,Tech,quant researcher,"R, C++, Hugging Face, Scikit-learn, Python, LangChain",Senior,Full-time,"Johnsonburgh, HR",97778-137738,2024-09-03,Large,MLflow,97778.0,137738.0,117758.0,Johnsonburgh,HR
1719,Wright PLC,E-commerce,nlp engineer,"FastAPI, NumPy, LangChain, Scikit-learn, Power BI",Senior,Internship,"South James, JM",110485-197629,2023-10-07,Mid,"MLflow, PyTorch",110485.0,197629.0,154057.0,South James,JM
1720,Grimes-Cruz,Healthcare,data analyst,"Scikit-learn, Hugging Face, LangChain",Entry,Contract,"West Nicolefurt, US",145486-222351,2024-10-03,Large,"PyTorch, KDB+, LangChain",145486.0,222351.0,183918.5,West Nicolefurt,US
1721,"Spence, Mcconnell and Fleming",Automotive,data analyst,"AWS, PyTorch, C++, FastAPI",Senior,Full-time,"Garrettville, NR",73608-161245,2024-11-06,Large,"FastAPI, LangChain, MLflow",73608.0,161245.0,117426.5,Garrettville,NR
1722,Rush Inc,Finance,ai researcher,"Python, Scikit-learn, Pandas",Mid,Full-time,"North Mary, BA",126809-151152,2025-02-24,Mid,TensorFlow,126809.0,151152.0,138980.5,North Mary,BA
1723,Davis PLC,Automotive,computer vision engineer,"C++, Pandas, NumPy, R",Entry,Full-time,"Lake Paulside, TH",64760-118946,2024-07-29,Mid,"BigQuery, LangChain",64760.0,118946.0,91853.0,Lake Paulside,TH
1724,Beard Group,Retail,data scientist,"FastAPI, Scikit-learn, CUDA",Entry,Full-time,"Williamchester, BG",52280-123227,2025-06-19,Mid,"LangChain, KDB+, BigQuery",52280.0,123227.0,87753.5,Williamchester,BG
1725,Johnson-Marshall,Healthcare,data analyst,"Reinforcement Learning, C++, GCP, AWS, FastAPI",Senior,Internship,"New Timothy, KG",68612-166635,2025-06-08,Startup,"Scikit-learn, FastAPI",68612.0,166635.0,117623.5,New Timothy,KG
1726,Adams and Sons,Retail,ai product manager,"R, Hugging Face, Flask, NumPy, Keras, C++",Entry,Internship,"Duncanhaven, KH",138615-197243,2023-10-17,Mid,KDB+,138615.0,197243.0,167929.0,Duncanhaven,KH
1727,"Baker, Lawson and Newton",E-commerce,ai product manager,"MLflow, TensorFlow, Power BI, CUDA, NumPy, PyTorch",Entry,Internship,"Perezstad, PW",121197-202610,2023-09-29,Startup,BigQuery,121197.0,202610.0,161903.5,Perezstad,PW
1728,Chandler Group,Tech,ai product manager,"PyTorch, Scikit-learn, C++",Mid,Internship,"New Abigail, SD",134410-177448,2023-09-27,Large,MLflow,134410.0,177448.0,155929.0,New Abigail,SD
1729,Hensley LLC,Healthcare,quant researcher,"Power BI, Hugging Face, NumPy, R, PyTorch, Keras",Entry,Internship,"Johnstad, CH",80993-138061,2023-11-28,Mid,KDB+,80993.0,138061.0,109527.0,Johnstad,CH
1730,"Burke, Mitchell and Wright",Education,nlp engineer,"Power BI, Hugging Face, Keras",Mid,Internship,"Flemingmouth, TM",77685-142876,2024-09-29,Large,"LangChain, TensorFlow, MLflow",77685.0,142876.0,110280.5,Flemingmouth,TM
1731,Hernandez Ltd,Retail,ai product manager,"Flask, GCP, MLflow, Pandas",Mid,Full-time,"New Nicoleview, KM",125294-146737,2024-08-29,Startup,"BigQuery, PyTorch",125294.0,146737.0,136015.5,New Nicoleview,KM
1732,Meadows and Sons,Healthcare,data analyst,"Pandas, Power BI, MLflow, Python, AWS",Senior,Internship,"New Michaelland, IR",127211-147416,2025-03-20,Startup,"MLflow, KDB+",127211.0,147416.0,137313.5,New Michaelland,IR
1733,Barr PLC,Healthcare,ml engineer,"TensorFlow, LangChain, AWS",Senior,Full-time,"New Chaseberg, PK",122827-192222,2024-05-27,Startup,"TensorFlow, KDB+, FastAPI",122827.0,192222.0,157524.5,New Chaseberg,PK
1734,Marshall Inc,Healthcare,data scientist,"CUDA, Hugging Face, Python",Entry,Remote,"Port James, IE",76718-113040,2023-11-07,Mid,"FastAPI, PyTorch, TensorFlow",76718.0,113040.0,94879.0,Port James,IE
1735,"Steele, Sherman and Liu",E-commerce,data scientist,"R, Python, LangChain, FastAPI",Entry,Full-time,"Stuartchester, PS",69019-161590,2025-05-15,Large,"BigQuery, FastAPI, PyTorch",69019.0,161590.0,115304.5,Stuartchester,PS
1736,"Crane, Johnson and Robinson",Automotive,ai product manager,"Keras, Excel, GCP",Entry,Remote,"Ericside, BI",118645-155704,2025-03-03,Startup,"KDB+, FastAPI, MLflow",118645.0,155704.0,137174.5,Ericside,BI
1737,Ferguson PLC,Automotive,quant researcher,"Reinforcement Learning, Excel, NumPy, PyTorch, Pandas, SQL",Entry,Internship,"Johnsonmouth, TN",92698-140658,2024-03-21,Large,"FastAPI, LangChain",92698.0,140658.0,116678.0,Johnsonmouth,TN
1738,Marshall Group,Healthcare,data analyst,"Pandas, Power BI, SQL",Senior,Remote,"Zacharyside, PG",136382-182715,2025-02-14,Startup,"KDB+, LangChain",136382.0,182715.0,159548.5,Zacharyside,PG
1739,"Williams, Brown and Howard",Retail,computer vision engineer,"R, Hugging Face, Flask",Mid,Full-time,"Owensborough, GE",149696-227014,2024-08-22,Large,"LangChain, FastAPI, TensorFlow",149696.0,227014.0,188355.0,Owensborough,GE
1740,"Miller, Waters and Clark",Education,ml engineer,"Power BI, CUDA, AWS",Entry,Remote,"Lake John, CO",71669-113847,2023-12-21,Mid,"Scikit-learn, BigQuery, KDB+",71669.0,113847.0,92758.0,Lake John,CO
1741,Montgomery Inc,Healthcare,data analyst,"Flask, TensorFlow, C++",Senior,Internship,"West Coreyton, VE",119078-145795,2024-03-15,Large,"KDB+, FastAPI, PyTorch",119078.0,145795.0,132436.5,West Coreyton,VE
1742,Middleton and Sons,Healthcare,data scientist,"Scikit-learn, Python, Hugging Face, Pandas, Keras, MLflow",Senior,Full-time,"Lake Melissa, LY",126591-151914,2023-12-14,Mid,"BigQuery, MLflow",126591.0,151914.0,139252.5,Lake Melissa,LY
1743,Allen Ltd,Tech,quant researcher,"LangChain, SQL, PyTorch, Excel",Mid,Internship,"Cantrellmouth, AE",121727-184486,2024-09-21,Mid,KDB+,121727.0,184486.0,153106.5,Cantrellmouth,AE
1744,Scott-Norris,Finance,nlp engineer,"Python, MLflow, PyTorch, FastAPI",Senior,Full-time,"Lauramouth, FR",90376-118923,2025-02-13,Startup,"TensorFlow, FastAPI, KDB+",90376.0,118923.0,104649.5,Lauramouth,FR
1745,Ramos Ltd,Retail,computer vision engineer,"Scikit-learn, Flask, PyTorch, SQL",Senior,Remote,"West Tyler, CN",132851-157092,2023-09-26,Large,"BigQuery, TensorFlow",132851.0,157092.0,144971.5,West Tyler,CN
1746,Daniel-Williams,Tech,ai researcher,"Keras, Pandas, AWS, SQL",Mid,Full-time,"West Raymondshire, SK",134738-212228,2025-07-22,Mid,BigQuery,134738.0,212228.0,173483.0,West Raymondshire,SK
1747,Lowery-Henry,Healthcare,ai researcher,"NumPy, Scikit-learn, SQL, LangChain, C++",Senior,Internship,"Jacobschester, KH",107785-120214,2024-04-03,Startup,"Scikit-learn, LangChain",107785.0,120214.0,113999.5,Jacobschester,KH
1748,"Gutierrez, Salazar and Rowe",Tech,data analyst,"MLflow, Keras, CUDA, FastAPI, Flask",Mid,Remote,"West Scott, ER",125072-185338,2023-12-07,Large,TensorFlow,125072.0,185338.0,155205.0,West Scott,ER
1749,Parker Ltd,E-commerce,data analyst,"Pandas, R, AWS, TensorFlow, NumPy, Reinforcement Learning",Mid,Internship,"West Amandafort, AR",117423-185384,2024-09-22,Startup,"FastAPI, TensorFlow",117423.0,185384.0,151403.5,West Amandafort,AR
1750,"Montes, Graham and Leach",Healthcare,data scientist,"LangChain, Power BI, Azure, C++, Scikit-learn, TensorFlow",Entry,Contract,"Lake Michelle, CH",82983-154304,2025-02-04,Startup,"Scikit-learn, BigQuery",82983.0,154304.0,118643.5,Lake Michelle,CH
1751,"King, Stevens and Schmidt",Education,ml engineer,"Power BI, LangChain, Python, Reinforcement Learning, TensorFlow, PyTorch",Senior,Internship,"Donnaton, AD",44946-127238,2024-06-04,Large,"Scikit-learn, MLflow",44946.0,127238.0,86092.0,Donnaton,AD
1752,Barron-Zuniga,Tech,data analyst,"GCP, Keras, Flask",Senior,Remote,"Stevenstad, SD",138174-196751,2025-03-25,Large,KDB+,138174.0,196751.0,167462.5,Stevenstad,SD
1753,"Caldwell, Silva and Edwards",Tech,nlp engineer,"SQL, Flask, Azure, LangChain",Entry,Internship,"Lake Keith, RO",141056-174505,2024-12-12,Mid,Scikit-learn,141056.0,174505.0,157780.5,Lake Keith,RO
1754,Bell and Sons,Retail,nlp engineer,"SQL, Python, C++, MLflow, CUDA",Mid,Full-time,"Lake Kathy, HR",56727-128729,2023-12-14,Startup,PyTorch,56727.0,128729.0,92728.0,Lake Kathy,HR
1755,Lee Inc,E-commerce,ai researcher,"TensorFlow, PyTorch, LangChain",Mid,Internship,"Allenchester, NI",118148-188104,2025-04-23,Startup,KDB+,118148.0,188104.0,153126.0,Allenchester,NI
1756,Schroeder Group,Education,ai researcher,"C++, TensorFlow, AWS",Entry,Contract,"East Kevinfurt, CY",139066-166070,2024-04-26,Large,"PyTorch, MLflow",139066.0,166070.0,152568.0,East Kevinfurt,CY
1757,Fields PLC,Automotive,data scientist,"FastAPI, Excel, Pandas",Mid,Full-time,"South Bethhaven, BT",108653-184973,2024-10-24,Large,"Scikit-learn, TensorFlow",108653.0,184973.0,146813.0,South Bethhaven,BT
1758,"Hawkins, Holland and Peters",Healthcare,computer vision engineer,"FastAPI, PyTorch, Excel, SQL",Entry,Internship,"Lake Nicoleberg, FM",89361-142061,2024-03-10,Mid,PyTorch,89361.0,142061.0,115711.0,Lake Nicoleberg,FM
1759,Robertson and Sons,Healthcare,ml engineer,"GCP, PyTorch, Power BI, TensorFlow",Entry,Contract,"East Christine, BW",63877-154660,2025-07-24,Large,"TensorFlow, MLflow",63877.0,154660.0,109268.5,East Christine,BW
1760,"Harrison, Marquez and Bailey",Healthcare,data scientist,"PyTorch, GCP, Reinforcement Learning, Excel, C++",Senior,Contract,"Nunezmouth, UY",126539-221782,2024-12-31,Startup,"MLflow, TensorFlow, BigQuery",126539.0,221782.0,174160.5,Nunezmouth,UY
1761,Chen-Erickson,Finance,data scientist,"FastAPI, SQL, GCP, AWS",Senior,Internship,"Williamsmouth, GT",148786-200150,2024-12-06,Startup,"BigQuery, KDB+, PyTorch",148786.0,200150.0,174468.0,Williamsmouth,GT
1762,Copeland-Mitchell,Finance,ml engineer,"TensorFlow, Scikit-learn, Flask, NumPy, SQL, LangChain",Entry,Remote,"Bradleyport, AR",119811-192662,2024-08-13,Large,"Scikit-learn, PyTorch",119811.0,192662.0,156236.5,Bradleyport,AR
1763,"Marsh, Foster and Taylor",Retail,quant researcher,"NumPy, GCP, Flask, TensorFlow",Entry,Contract,"Kathyside, SK",81526-98544,2024-01-03,Large,LangChain,81526.0,98544.0,90035.0,Kathyside,SK
1764,Benson PLC,Healthcare,ai product manager,"TensorFlow, PyTorch, Pandas, Excel, Scikit-learn, MLflow",Senior,Contract,"West Angelastad, FJ",121033-138940,2025-05-08,Startup,"MLflow, KDB+",121033.0,138940.0,129986.5,West Angelastad,FJ
1765,"Williams, Thomas and Mueller",Education,data analyst,"Flask, Keras, GCP, Python, R, C++",Mid,Internship,"New Stacybury, UZ",72934-95192,2024-07-29,Startup,PyTorch,72934.0,95192.0,84063.0,New Stacybury,UZ
1766,"Bartlett, Hodge and Jones",Tech,quant researcher,"Pandas, FastAPI, PyTorch, CUDA, Azure",Mid,Full-time,"Lake Jordan, GD",44039-63263,2024-02-01,Startup,"FastAPI, TensorFlow, KDB+",44039.0,63263.0,53651.0,Lake Jordan,GD
1767,Baldwin LLC,Healthcare,ai product manager,"Keras, Azure, Excel, MLflow, FastAPI, Hugging Face",Entry,Remote,"Comptonstad, UA",46970-125252,2025-03-14,Mid,"Scikit-learn, BigQuery, FastAPI",46970.0,125252.0,86111.0,Comptonstad,UA
1768,Mcbride Inc,Tech,computer vision engineer,"TensorFlow, SQL, NumPy, Flask, Scikit-learn, Hugging Face",Entry,Contract,"Lake Joshuabury, LB",118416-199499,2024-09-27,Mid,"BigQuery, Scikit-learn, PyTorch",118416.0,199499.0,158957.5,Lake Joshuabury,LB
1769,Colon LLC,E-commerce,ai product manager,"Reinforcement Learning, Pandas, AWS, PyTorch, Azure, C++",Entry,Remote,"Lake Brian, ZM",65640-83693,2024-07-11,Startup,"LangChain, BigQuery, KDB+",65640.0,83693.0,74666.5,Lake Brian,ZM
1770,"Ashley, Boone and Stein",Education,computer vision engineer,"Hugging Face, FastAPI, GCP, Pandas, SQL",Mid,Contract,"Jasminville, SA",81177-94986,2024-05-31,Large,"Scikit-learn, LangChain",81177.0,94986.0,88081.5,Jasminville,SA
1771,"Wilson, Taylor and Watts",Tech,computer vision engineer,"NumPy, Python, Excel",Mid,Internship,"Lake Edward, IE",103151-196428,2024-12-16,Startup,"BigQuery, MLflow, LangChain",103151.0,196428.0,149789.5,Lake Edward,IE
1772,Hodge-Fernandez,Automotive,computer vision engineer,"Hugging Face, LangChain, Azure, C++",Entry,Internship,"New Alanville, BB",117069-178784,2023-12-08,Startup,"TensorFlow, FastAPI, PyTorch",117069.0,178784.0,147926.5,New Alanville,BB
1773,"Roman, Moody and Larson",Education,data analyst,"CUDA, Hugging Face, GCP, FastAPI",Entry,Full-time,"Port Alisonville, AT",113673-155142,2024-05-29,Large,"BigQuery, TensorFlow, FastAPI",113673.0,155142.0,134407.5,Port Alisonville,AT
1774,Waller-Buchanan,E-commerce,nlp engineer,"MLflow, Python, Excel, NumPy, LangChain, Power BI",Senior,Full-time,"North Jonathan, MN",138749-165833,2025-01-21,Startup,"MLflow, LangChain, PyTorch",138749.0,165833.0,152291.0,North Jonathan,MN
1775,Lane-Vaughn,Finance,quant researcher,"Python, GCP, Power BI, MLflow",Entry,Remote,"Maryville, GQ",100978-164897,2025-01-09,Large,"BigQuery, TensorFlow, PyTorch",100978.0,164897.0,132937.5,Maryville,GQ
1776,"Shaffer, Jones and Weaver",Automotive,data scientist,"GCP, AWS, Keras, Azure",Senior,Full-time,"Port Melissa, KE",108286-185587,2025-07-17,Mid,KDB+,108286.0,185587.0,146936.5,Port Melissa,KE
1777,Wilkinson Ltd,Finance,ai researcher,"GCP, Excel, PyTorch",Entry,Internship,"Port Sabrinaburgh, KI",56159-125898,2024-03-20,Startup,"Scikit-learn, PyTorch",56159.0,125898.0,91028.5,Port Sabrinaburgh,KI
1778,Gomez PLC,Retail,data scientist,"NumPy, LangChain, FastAPI",Entry,Contract,"West Rhondabury, ES",77346-131068,2024-10-06,Startup,"LangChain, FastAPI",77346.0,131068.0,104207.0,West Rhondabury,ES
1779,Gray-Thompson,Finance,computer vision engineer,"CUDA, Azure, MLflow, NumPy",Mid,Remote,"Jenniferfurt, RW",50711-112317,2024-02-25,Mid,"FastAPI, Scikit-learn",50711.0,112317.0,81514.0,Jenniferfurt,RW
1780,"Rubio, Lutz and Sanders",E-commerce,ai product manager,"PyTorch, Reinforcement Learning, Excel",Entry,Remote,"Trevinobury, IL",105715-122718,2024-01-23,Large,"MLflow, Scikit-learn",105715.0,122718.0,114216.5,Trevinobury,IL
1781,Avila LLC,Retail,data scientist,"GCP, Excel, Scikit-learn, Azure",Mid,Full-time,"North Dominicmouth, MY",65347-115073,2024-05-08,Startup,"Scikit-learn, LangChain, MLflow",65347.0,115073.0,90210.0,North Dominicmouth,MY
1782,Phillips Inc,Education,nlp engineer,"GCP, PyTorch, NumPy, FastAPI, Excel, Pandas",Senior,Internship,"Davidberg, SZ",119430-197885,2025-05-02,Mid,"MLflow, TensorFlow",119430.0,197885.0,158657.5,Davidberg,SZ
1783,"Page, Mccoy and Walsh",Healthcare,data scientist,"Python, Reinforcement Learning, Hugging Face",Mid,Remote,"Johnmouth, GT",148872-221944,2023-12-06,Mid,PyTorch,148872.0,221944.0,185408.0,Johnmouth,GT
1784,Alvarado-Rhodes,E-commerce,quant researcher,"Azure, Flask, TensorFlow",Mid,Remote,"Danieltown, SB",59784-116141,2024-10-02,Mid,FastAPI,59784.0,116141.0,87962.5,Danieltown,SB
1785,Green-Fleming,Healthcare,ai product manager,"LangChain, CUDA, TensorFlow, Reinforcement Learning, Excel, Scikit-learn",Senior,Full-time,"East Timothybury, GT",100903-151186,2024-12-28,Startup,MLflow,100903.0,151186.0,126044.5,East Timothybury,GT
1786,Miller-Walker,Education,computer vision engineer,"Azure, Power BI, Flask",Mid,Full-time,"East Martha, WS",101903-111989,2023-12-30,Large,"BigQuery, MLflow, TensorFlow",101903.0,111989.0,106946.0,East Martha,WS
1787,"Thomas, Mccarthy and King",Retail,ml engineer,"Azure, Reinforcement Learning, Flask, Scikit-learn",Entry,Contract,"New Christopherville, UY",147468-228501,2023-11-12,Mid,"BigQuery, MLflow, FastAPI",147468.0,228501.0,187984.5,New Christopherville,UY
1788,"Smith, King and Miller",Finance,computer vision engineer,"Excel, Power BI, GCP, AWS, CUDA, C++",Senior,Full-time,"East Joanna, BY",127777-214097,2024-04-24,Mid,"Scikit-learn, TensorFlow",127777.0,214097.0,170937.0,East Joanna,BY
1789,Mann PLC,Finance,ai researcher,"LangChain, Power BI, Azure",Senior,Remote,"Schwartzport, LB",75757-96179,2024-08-03,Startup,"Scikit-learn, LangChain",75757.0,96179.0,85968.0,Schwartzport,LB
1790,"Ellis, Wilson and Ochoa",Tech,ai researcher,"Flask, Scikit-learn, FastAPI, CUDA, Azure",Mid,Internship,"South Deborahfurt, PT",114948-190372,2024-10-08,Large,"BigQuery, LangChain",114948.0,190372.0,152660.0,South Deborahfurt,PT
1791,Quinn Ltd,Healthcare,data analyst,"Flask, SQL, Azure",Entry,Remote,"Kellychester, PW",77386-96514,2025-03-10,Mid,MLflow,77386.0,96514.0,86950.0,Kellychester,PW
1792,Ward PLC,Finance,data analyst,"Reinforcement Learning, Excel, Azure, Pandas, GCP, MLflow",Senior,Contract,"Tiffanyville, MD",69451-119444,2023-11-23,Mid,"LangChain, KDB+, Scikit-learn",69451.0,119444.0,94447.5,Tiffanyville,MD
1793,Grant Group,Retail,data scientist,"R, PyTorch, FastAPI, Pandas, Reinforcement Learning, Scikit-learn",Senior,Contract,"Lake Ann, TO",104456-117390,2024-02-28,Mid,Scikit-learn,104456.0,117390.0,110923.0,Lake Ann,TO
1794,Gomez and Sons,Retail,ai researcher,"FastAPI, NumPy, PyTorch, Hugging Face, Flask",Senior,Remote,"Hollyside, NP",148709-198017,2025-08-30,Mid,"LangChain, MLflow",148709.0,198017.0,173363.0,Hollyside,NP
1795,Wilson-Myers,Tech,ai product manager,"Hugging Face, NumPy, Flask",Mid,Internship,"Lake Jeffreymouth, AD",103079-119522,2025-05-08,Large,"Scikit-learn, FastAPI",103079.0,119522.0,111300.5,Lake Jeffreymouth,AD
1796,Morton-Simpson,Finance,data scientist,"Flask, FastAPI, Scikit-learn, AWS, Reinforcement Learning, MLflow",Entry,Full-time,"Davidmouth, JP",113860-151781,2024-07-26,Large,"PyTorch, Scikit-learn",113860.0,151781.0,132820.5,Davidmouth,JP
1797,Nguyen LLC,E-commerce,data analyst,"R, Reinforcement Learning, MLflow, C++, Scikit-learn",Senior,Full-time,"South Nathan, NI",74945-103128,2024-12-14,Startup,"PyTorch, FastAPI",74945.0,103128.0,89036.5,South Nathan,NI
1798,Combs Inc,Healthcare,ml engineer,"C++, Flask, NumPy, LangChain, SQL",Senior,Full-time,"Susanshire, TL",92486-179935,2023-12-13,Large,"MLflow, Scikit-learn, KDB+",92486.0,179935.0,136210.5,Susanshire,TL
1799,Ferguson and Sons,Healthcare,data scientist,"Power BI, Python, GCP, MLflow",Entry,Remote,"West Coryburgh, SL",106180-184308,2024-09-23,Large,"BigQuery, KDB+, MLflow",106180.0,184308.0,145244.0,West Coryburgh,SL
1800,Cook Group,Automotive,ai researcher,"Flask, Power BI, AWS, NumPy, CUDA, Azure",Mid,Remote,"East Rodney, DM",132233-160821,2024-06-09,Mid,"PyTorch, Scikit-learn",132233.0,160821.0,146527.0,East Rodney,DM
1801,"White, Weber and Terry",Education,ml engineer,"Power BI, CUDA, PyTorch, SQL, Excel, GCP",Senior,Internship,"Jessicabury, DE",91241-125804,2024-07-26,Startup,"TensorFlow, MLflow",91241.0,125804.0,108522.5,Jessicabury,DE
1802,Le-Brown,Finance,computer vision engineer,"C++, Hugging Face, TensorFlow",Senior,Full-time,"Jonesmouth, GT",110000-185537,2024-04-27,Startup,"PyTorch, MLflow",110000.0,185537.0,147768.5,Jonesmouth,GT
1803,"Boyd, Cochran and Golden",Education,ml engineer,"Python, Excel, FastAPI, PyTorch, LangChain, GCP",Mid,Internship,"South Kaitlyn, MD",52748-92984,2024-10-21,Mid,"BigQuery, MLflow, Scikit-learn",52748.0,92984.0,72866.0,South Kaitlyn,MD
1804,"Warren, Kirby and Thomas",Tech,ml engineer,"R, LangChain, Hugging Face",Entry,Remote,"Dennisstad, GW",96779-134713,2024-08-22,Mid,LangChain,96779.0,134713.0,115746.0,Dennisstad,GW
